first_name,last_name,pesel,city
HANNA,CIUPKA,51052756604,ZABRZE
HANNA,IDZIKOWSKA,59121150860,LUBLIN
NIKODEM,MODELSKI,70111228497,TYCHY
RÓŻA,BOREJKO,67070997827,SZCZECIN
HUBERT,GÓJSKI,92080894858,OLSZTYN
WOJCIECH,KAWKA,63091210911,BIAŁYSTOK
LAURA,HANDZLIK,47092584369,POZNAŃ
RÓŻA,HUCZKO,94110116523,KATOWICE
LENA,HOFFMAN,51072665126,BYDGOSZCZ
HELENA,PLEBANEK,51051595761,TORUŃ
ANNA,WOJCIESZAK,92092302581,TYCHY
KAROL,WĄGROWSKI,68042143092,WARSZAWA
BARTOSZ,PIELECH,67022268455,RZESZÓW
MIKOŁAJ,KOWALSKI,81052556252,SOSNOWIEC
ADAM,DRAPAŁA,96102104070,OLSZTYN
OLIWIER,MĄDRZYK,89020672059,BIAŁYSTOK
MATYLDA,BACHANEK,59102433444,GDYNIA
ALEKSANDER,KUSIO,82032673077,KIELCE
BARTŁOMIEJ,BARTYZEL,78120979491,GDYNIA
MICHAŁ,ŻÓŁTOWSKI,51081726737,BYTOM
TOMASZ,SIBILSKI,68122244219,WARSZAWA
WIKTOR,GRZEGORZEWSKI,96031517235,KIELCE
ANNA,KOMOREK,59100160764,TYCHY
KORNELIA,PIETRUS,57082598327,SOSNOWIEC
AMELIA,KIELAK,52102038787,OLSZTYN
BARTOSZ,MACIŃSKI,68122533810,TYCHY
LEON,GOMUŁKA,91100729670,POZNAŃ
LEON,CHYLEWSKI,84111511879,TORUŃ
MAGDALENA,CIECIORA,50072264206,KIELCE
BARTOSZ,ŁUBA,57051206399,KIELCE
SARA,PIEKORZ,60102725282,TYCHY
LAURA,KLYTA,90040641488,ŁÓDŹ
ARTUR,GLINIECKI,93050789234,OLSZTYN
AGATA,MŁOTEK,53080413483,RADOM
FILIP,PUCZYŃSKI,72011160274,ZABRZE
FABIAN,OCHOTA,92080928439,CZĘSTOCHOWA
DAWID,WIATR,83100173474,WARSZAWA
MILENA,JAGIEŁKA,48021246260,WARSZAWA
IGA,TOMCZYSZYN,88041429624,CZĘSTOCHOWA
WOJCIECH,WABIK,53112352316,TORUŃ
IGA,SZTUBA,66080809483,KRAKÓW
MICHALINA,SERDIUK,67012425226,KIELCE
KAROL,WRZESZCZ,66091024673,TYCHY
LILIANA,LULEK,90050198865,RADOM
MIŁOSZ,HALAMA,47042371873,TORUŃ
ALEKSANDRA,NITKOWSKA,84070687843,TYCHY
HUBERT,SZALA,64031839919,GLIWICE
OLIWIER,NASKRĘT,72070115155,CZĘSTOCHOWA
TOMASZ,GĘSIKOWSKI,83030714973,POZNAŃ
PIOTR,LESNER,62120408393,KATOWICE
MIKOŁAJ,MISIUK,64022263611,TYCHY
ZUZANNA,FORMELA,86022777485,KRAKÓW
JULIAN,MOTYL,63040170094,POZNAŃ
WOJCIECH,BERA,97022657755,SOSNOWIEC
BLANKA,GORZELAŃCZYK,51052789025,RYBNIK
ARTUR,KAPELA,83101061731,ZABRZE
KAROL,KOHNKE,50010552018,GDAŃSK
TOMASZ,CZAPSKI,63040705351,OPOLE
LEON,GORTAT,86041734278,LUBLIN
TOMASZ,ŁAZICKI,91050807833,KIELCE
MARIA,PYREK,76010290186,OLSZTYN
AGATA,SIECZKOWSKA,50031283300,TYCHY
MIKOŁAJ,BIELAK,90110270418,KRAKÓW
ŁUCJA,LAMPART,71112014000,WARSZAWA
MICHAŁ,KWOKA,74062442959,SZCZECIN
OSKAR,MICHALAK,88041238753,TORUŃ
OLIWIER,ŚLEZIAK,70121670097,KIELCE
MIA,RYBA,96090778162,WARSZAWA
ANASTAZJA,KOWOLIK,89110993084,GLIWICE
KSAWERY,SZTANDERA,71050397155,WARSZAWA
NELA,WRONOWSKA,88062421145,POZNAŃ
ANIELA,MIKOŁAJEWSKA,98102818503,GDAŃSK
MICHAŁ,ROSIAK,89071071815,SZCZECIN
AGATA,KOSMAN,90111092709,ZABRZE
NATAN,FLORCZAK,70012633797,GDAŃSK
BARBARA,SZKARŁAT,90032775541,ŁÓDŹ
OSKAR,BŁAŻEJCZAK,76071858058,GDYNIA
ANASTAZJA,GRZESIŃSKA,98022817387,GLIWICE
TOMASZ,KRETEK,86011540359,ZABRZE
CEZARY,NAPOROWSKI,95030278755,POZNAŃ
ANIELA,ŁOSIEWICZ,54122318345,KIELCE
JULIAN,SZEWCZAK,95042631576,BYTOM
ALICJA,ROMANOVA,58030329302,RYBNIK
NIKOLA,NAHORNA,52082671789,ŁÓDŹ
RÓŻA,STENKA,75041376048,TORUŃ
KAJA,ZAWACKA,72100172547,TORUŃ
WOJCIECH,SZYMICZEK,77050512515,SOSNOWIEC
HUBERT,KOTYNIA,77110428818,OPOLE
HELENA,JANIKOWSKA,97010249902,OPOLE
DAWID,NAPOROWSKI,93082588131,GLIWICE
OSKAR,CICH,78122072594,TORUŃ
ANTONI,MACHNIAK,49060627716,ŁÓDŹ
LENA,KORDEK,84010208748,CZĘSTOCHOWA
MAGDALENA,ISKRZYCKA,73052323405,KRAKÓW
ANNA,CHRZANOWSKA,87031035421,KRAKÓW
MIA,MUC,88022426001,GDYNIA
KRZYSZTOF,RUSNAK,94080678171,KATOWICE
LILIANNA,CHYBOWSKA,97041208020,WROCŁAW
ANASTAZJA,SERWIŃSKA,57012368907,KIELCE
LENA,POKOJSKA,59032484429,TORUŃ
NIKODEM,PŁANETA,84090366937,ZABRZE
FABIAN,BARYLSKI,70090135035,GLIWICE
ADAM,KOŁACZEK,52121877897,BIAŁYSTOK
MIŁOSZ,DROBEK,84100602993,OLSZTYN
RÓŻA,ŚRODA,74081805166,KRAKÓW
MARCELINA,KŁYSZ,94082762846,RYBNIK
DANIEL,CICHECKI,95060859272,TYCHY
WOJCIECH,KOTERBA,76121947799,LUBLIN
PIOTR,KREKORA,92082574332,RZESZÓW
MIA,ZIMMERMANN,58121258624,BIAŁYSTOK
ADAM,ZDROJEWSKI,70102812550,RZESZÓW
MACIEJ,ABRAMOWICZ,93071139358,POZNAŃ
EMILIA,KRUSZYNA,71020192349,RYBNIK
NIKODEM,BORK,97091814753,ZABRZE
ANIELA,CZAJKOWSKA,69100978340,KATOWICE
AGATA,ŻÓŁTOWSKA,71020209342,BYDGOSZCZ
NINA,BUREK,90070707442,OLSZTYN
TYMOTEUSZ,GMUR,66041928252,WARSZAWA
MAGDALENA,GÓRAK,49030317945,RYBNIK
MIA,KUCHARSKA,58091224700,TYCHY
HANNA,DOMŻAŁ,47022772361,SZCZECIN
ADAM,KLEKOT,93011583435,OLSZTYN
MATYLDA,GAWLAS,75060615344,SZCZECIN
OLIWIA,GODULA,83040146363,ŁÓDŹ
ALEKSANDER,KOSSOWSKI,73092291716,BYDGOSZCZ
OSKAR,TRZEŚNIEWSKI,83082674917,KRAKÓW
IGNACY,SZPARA,53010705258,WARSZAWA
ALEKSANDER,ZAWISZA,88080658393,SOSNOWIEC
HANNA,SZCZĘSNY,58052234241,RYBNIK
SARA,WĘGRZYNIAK,48091354041,RADOM
NATAN,CIACH,55091103559,LUBLIN
TADEUSZ,KAPUSTA,79030566935,POZNAŃ
ALICJA,PRUCHNICKA,79090927982,TYCHY
LAURA,WIKTOROWSKA,85040963864,ZABRZE
MARIA,STEMPIEŃ,75032312963,RZESZÓW
WIKTOR,GAŁĘZA,83041977711,SZCZECIN
KACPER,ZONTEK,48081046550,GLIWICE
JULIAN,RYNKIEWICZ,47100819130,BYDGOSZCZ
KAJA,KOTWICA,95050357246,TYCHY
MIA,ŻELECHOWSKA,88010960507,ŁÓDŹ
LILIANNA,LENKIEWICZ,87021063725,RADOM
MIŁOSZ,BORUC,86060808550,BIAŁYSTOK
WIKTOR,CZECH,82032354774,RZESZÓW
ADAM,STRÓŻ,82051557314,ŁÓDŹ
HANNA,WIĘCH,74070941565,WARSZAWA
PAWEŁ,PAŃKOWSKI,95070294776,GDYNIA
TOMASZ,KONRAD,49041028194,TYCHY
CEZARY,KURC,60052456552,OLSZTYN
LILIANNA,KĄCKA,55061529945,BYDGOSZCZ
ARTUR,TRAWICKI,95052448030,BYTOM
NATALIA,DŁUGOSZ,67041294043,CZĘSTOCHOWA
KAROL,TEODORCZYK,96092159058,GDAŃSK
GABRIELA,WIATRAK,82032823462,SOSNOWIEC
LILIANNA,DRAUS,78052298262,KATOWICE
MAKSYMILIAN,GĘBAROWSKI,93071802397,SZCZECIN
ZOFIA,DEKA,75011584422,TORUŃ
OSKAR,SZCZEPKOWSKI,89112616875,KATOWICE
IGNACY,NIEMCZUK,82070877979,SOSNOWIEC
FRANCISZEK,MATERKA,72101464317,RADOM
LILIANA,SKURA,87052588883,KIELCE
AMELIA,SKRZESZEWSKA,59050792942,RZESZÓW
ALICJA,SEMENIUK,65102664567,TYCHY
IGOR,SIERANT,60092427614,GDYNIA
KLARA,OSTAPOWICZ,75120725968,POZNAŃ
MIŁOSZ,ŚWIERKOT,58091809574,RADOM
NATAN,TOŁOCZKO,52032603633,WROCŁAW
NATAN,GRYSZKIEWICZ,92081434678,SZCZECIN
SARA,WIERDAK,92042421265,KATOWICE
IGA,STACHOŃ,48092613429,ZABRZE
MAGDALENA,MACIEJSKA,97031340689,BYDGOSZCZ
NIKODEM,LEMPART,57052242091,RYBNIK
STANISŁAW,MILEWSKI,85020589894,OPOLE
MIKOŁAJ,NAPIERAJ,86101861410,RYBNIK
ALEKSANDRA,KRYGER,50072318669,WARSZAWA
BARTŁOMIEJ,SZAJEWSKI,51040335899,SZCZECIN
MIKOŁAJ,NADOLNY,85062360753,KRAKÓW
TOMASZ,SEIDEL,73041220511,BYDGOSZCZ
WOJCIECH,CHOLEWIŃSKI,81072615817,POZNAŃ
ŁUCJA,KOKOSIŃSKA,66090605141,KRAKÓW
LAURA,ZDOBYLAK,98032386227,KRAKÓW
NINA,GAC,86060413626,ZABRZE
KAROLINA,DOMOŃ,76021585327,WROCŁAW
KORNELIA,CEGLARSKA,68021698926,BYTOM
MATYLDA,JANOSZKA,81022057767,RADOM
KAZIMIERZ,HUCZEK,77041766116,WARSZAWA
PIOTR,WILCZYŃSKI,99061910377,BIAŁYSTOK
JULIA,GĘBSKA,97090491404,ZABRZE
ALAN,MICHALCZAK,90031912571,KATOWICE
ANTONI,GRZESIŃSKI,70032690432,WROCŁAW
ALEKSANDRA,PIECHOWSKA,91122297161,TORUŃ
JULIAN,DRABEK,51080115636,BYTOM
BLANKA,MOCH,79032755749,RZESZÓW
LAURA,KOLESNYK,47110572666,KATOWICE
GABRIEL,KACZOR,78112156713,BYDGOSZCZ
WIKTOR,KARCZMARCZYK,65072007694,BIAŁYSTOK
DAWID,LINKOWSKI,91010265697,GDYNIA
MARCELINA,WASIL,78012324066,CZĘSTOCHOWA
ALAN,CYBUL,47041896835,GDAŃSK
MICHAŁ,DOBOSZ,73051974179,TYCHY
LILIANA,KOPKA,84082612486,RZESZÓW
NINA,WIDZ,96021044501,BIAŁYSTOK
MARCELINA,ZAWODNA,57031512667,OLSZTYN
NIKODEM,MASIAK,65111832132,ZABRZE
KAZIMIERZ,ZIENTARSKI,95021768250,BYDGOSZCZ
NADIA,NIEDŹWIEDZKA,93052689521,TORUŃ
KACPER,SMOLARZ,62091650672,WARSZAWA
MAKSYMILIAN,WITOŃ,76081651096,ZABRZE
ARTUR,KIEPURA,54012577230,GDYNIA
MARIA,BOŁOZ,86102208161,SZCZECIN
MIA,RYDLEWSKA,49100735343,GLIWICE
KAROLINA,MYSZKOWSKA,90102285342,LUBLIN
TOMASZ,MILCZARCZYK,71102165012,TORUŃ
AGATA,TOKARZEWSKA,47032134962,BYTOM
IGNACY,RYDZEWSKI,79012571497,ZABRZE
ZUZANNA,JANUSZEK,78060424726,TYCHY
MAJA,CIBOROWSKA,85100604529,TORUŃ
WIKTORIA,WOJKOWSKA,69040571702,TYCHY
TOMASZ,CZAJCZYŃSKI,92010793914,KRAKÓW
ARTUR,ZACHAREWICZ,67100950418,BIAŁYSTOK
KLARA,MISZEWSKA,59080658860,SZCZECIN
ANASTAZJA,GOGACZ,78050254346,OLSZTYN
MICHAŁ,JAROS,53091906633,WARSZAWA
ALAN,POZORSKI,58060338513,RZESZÓW
MAKSYMILIAN,ŁOKAJ,55060925653,GDAŃSK
WOJCIECH,PERSKI,90052725153,RYBNIK
IGA,FRAŚ,72010632363,GLIWICE
MAGDALENA,RACZKOWSKA,55020828981,BIAŁYSTOK
MAJA,FIEDOROWICZ,88040143908,SOSNOWIEC
OLIWIA,STRYCZEK,55021682967,WROCŁAW
POLA,KOS,63031649326,TORUŃ
SARA,RUSZKOWSKA,95042514340,ŁÓDŹ
ALICJA,LISEWSKA,61040205609,GDYNIA
BARTŁOMIEJ,MAŁYSZ,49020643933,WARSZAWA
MIA,KOZIARZ,57070820623,WARSZAWA
JULIAN,JARECKI,59110239055,TORUŃ
JAKUB,DOMKA,94110752096,RYBNIK
MIŁOSZ,FAC,80021838435,RADOM
STANISŁAW,KAŁUŻNY,69052557270,WARSZAWA
LILIANNA,BYRSKA,85032737542,RYBNIK
HELENA,SUCHOCKA,76061449943,KATOWICE
NIKOLA,NIKLAS,76100453869,KIELCE
LILIANNA,SERWIŃSKA,88082558106,GLIWICE
KLARA,DUBAS,62100386103,RYBNIK
JAKUB,MŁYNARSKI,83111252171,GDYNIA
WIKTORIA,FABISIAK,78021528643,KATOWICE
NIKODEM,KIEPURA,89071121051,SOSNOWIEC
ANASTAZJA,RÓŻAK,57101822385,BYDGOSZCZ
LENA,STEINKE,69102770462,POZNAŃ
CEZARY,TURLEJ,87071870496,GLIWICE
JAKUB,CIOS,76060991756,LUBLIN
NELA,MAŁYCHA,63090907661,RZESZÓW
BARTOSZ,KOŁACIŃSKI,94050632031,CZĘSTOCHOWA
MAJA,OSMAŃSKA,99120945901,ŁÓDŹ
WOJCIECH,MIKULSKI,48101293650,RYBNIK
BRUNO,SZULKOWSKI,68071590355,BYTOM
MAKSYMILIAN,WYDMUCH,73101032192,LUBLIN
KAROL,SZATAN,91022330550,KRAKÓW
HUBERT,ŚWIEBODA,72031335594,POZNAŃ
BRUNO,RAJZER,91060264530,GDAŃSK
JULIA,KROK,81061634189,WARSZAWA
MAGDALENA,BERENDT,52022496867,SOSNOWIEC
JULIA,KUPIS,97032067442,WROCŁAW
OLIWIA,ROSZKO,89022890801,KRAKÓW
KAROL,MIELNICZEK,56052763432,BIAŁYSTOK
JULIAN,SĘCZKOWSKI,98101673372,RYBNIK
BARTOSZ,ŁACIAK,48090300792,RZESZÓW
LILIANNA,GOLDA,90100340025,WARSZAWA
KAZIMIERZ,ŻMUDZIŃSKI,64061838358,CZĘSTOCHOWA
MAJA,PRZYBYŚ,83121017987,KATOWICE
AGATA,DUCHNOWSKA,88032452067,KATOWICE
MARIA,PIWEK,91091240488,RADOM
FABIAN,GONSIOR,79121940458,RADOM
KORNELIA,ORZEŁ,90010911225,BYDGOSZCZ
NELA,STEMPNIAK,53090644848,RADOM
KAROLINA,KROK,67072063265,BIAŁYSTOK
MATYLDA,PIECYK,76051193144,GDYNIA
PIOTR,DADEJ,61090863613,WROCŁAW
ALICJA,WRONKOWSKA,80050220505,BIAŁYSTOK
AMELIA,MARUSZCZAK,81040729607,LUBLIN
BRUNO,LIGENZA,58060188699,WARSZAWA
MATEUSZ,BREŚ,69021676339,SZCZECIN
NIKOLA,HERDZIK,99011147704,WARSZAWA
ANNA,GOLLA,85082564463,ŁÓDŹ
HANNA,MIEDZIŃSKA,96012266447,BYTOM
HUBERT,BARTNICKI,71042832339,KATOWICE
NELA,SOŚNIAK,68091449061,TORUŃ
MATEUSZ,MOŻEJKO,81071434732,SOSNOWIEC
NINA,ŁADA,63072119408,WARSZAWA
KAZIMIERZ,SŁOWIŃSKI,66081856591,GLIWICE
ARTUR,ZIEGLER,88050969158,ZABRZE
CEZARY,GRZONKOWSKI,58121240175,BYTOM
STANISŁAW,GOGÓŁ,55071925117,CZĘSTOCHOWA
OLIWIA,KLÓSKA,73021644144,GDYNIA
IGNACY,ZEMAN,47021691933,SZCZECIN
IGNACY,GRABKOWSKI,52010773938,WARSZAWA
LENA,BYTNAR,90040810204,GDAŃSK
BRUNO,TALARCZYK,70011408531,BIAŁYSTOK
JULIA,KWAS,53101989203,RADOM
IGOR,WENCEL,65090992457,CZĘSTOCHOWA
KAROLINA,SOLARSKA,81080934525,TORUŃ
HELENA,KONWERSKA,50031679406,SZCZECIN
MARCELINA,JÓZEFCZAK,52082727607,ZABRZE
WERONIKA,TRĘBICKA,80121351283,ŁÓDŹ
MAJA,ORZESZEK,97020468284,RADOM
ALAN,SOŁTYSIK,55121876239,SOSNOWIEC
JAGODA,LENKIEWICZ,64050255966,KRAKÓW
ALEKSANDRA,WIELĄDEK,90061577248,GLIWICE
DAWID,MILEJSKI,95110879857,BYTOM
WIKTORIA,ŻUKOWSKA,71110794266,POZNAŃ
MILENA,MĘDRZYCKA,93021046525,CZĘSTOCHOWA
BRUNO,PIEKACZ,75040227758,KIELCE
PAWEŁ,JAKÓBIAK,53040645370,CZĘSTOCHOWA
TOMASZ,SIEMEK,85120936516,WARSZAWA
LENA,PRZYTUŁA,90082242282,SZCZECIN
AGATA,LIBERDA,49072092724,WROCŁAW
JAN,KARPETA,83031381570,GDYNIA
OLIWIA,STOPYRA,51011796208,POZNAŃ
KAZIMIERZ,KOMOREK,99122187953,BIAŁYSTOK
MARIA,MUSIALSKA,55052141909,RADOM
TOMASZ,JAGIEŁA,72052854451,GDAŃSK
NIKOLA,GUZIAK,59071141303,LUBLIN
TOMASZ,MARTYNOWSKI,83010532012,OLSZTYN
KACPER,STANIEC,83022740633,RYBNIK
ROZALIA,KOCIOŁEK,63050175108,CZĘSTOCHOWA
DOMINIK,STOŻEK,91061297655,ZABRZE
MAJA,LISOWSKA,52102794525,KATOWICE
KAROLINA,ZIMMERMANN,90052248660,KRAKÓW
MAKSYMILIAN,SZYMAJDA,89111734452,WARSZAWA
KAROLINA,DŁUGOSZ,47112753207,OPOLE
DANIEL,SZULBORSKI,83120220392,CZĘSTOCHOWA
JULIA,ZIAREK,63012122706,ZABRZE
BARTOSZ,LINKA,57071332915,TORUŃ
KSAWERY,JEDLIŃSKI,80061256913,OLSZTYN
BARTŁOMIEJ,PRZEWOŹNY,82121513170,RADOM
NIKOLA,KISIELEWICZ,49052383929,GDYNIA
TADEUSZ,ZDULSKI,67030738233,BYTOM
KAJA,ANDREARCZYK,71042471402,WARSZAWA
ZUZANNA,FILIPOWSKA,58011355601,ZABRZE
ROZALIA,JAKACKA,95042700423,RADOM
NIKODEM,MARCISZ,59040152335,OPOLE
ALICJA,PRZEPIÓRKA,60071186583,RZESZÓW
ROZALIA,GAŁĘZA,91011669260,LUBLIN
IGNACY,MĘDRALA,61081174430,GDYNIA
KSAWERY,SKÓRA,90061780477,SZCZECIN
MARCELINA,WOLANIN,50050248046,BIAŁYSTOK
KAJA,MAGIEROWSKA,66092631346,BYDGOSZCZ
KLARA,BUŁA,99081636887,BYTOM
JULIA,PLEWIŃSKA,50012178226,LUBLIN
NATALIA,LIPIŃSKA,53051248987,RZESZÓW
KAJA,JURKOWSKA,83081524663,WROCŁAW
LILIANNA,GOLIS,70060347889,WARSZAWA
MIŁOSZ,WARSZAWSKI,93110290079,KRAKÓW
BARBARA,TOBOŁA,65092646861,POZNAŃ
FABIAN,OCHOCKI,61071084612,TORUŃ
PAWEŁ,ZIĘTARSKI,91112154774,WARSZAWA
FILIP,GALIŃSKI,79021201274,TYCHY
KORNELIA,KNAPIŃSKA,85080566565,GDAŃSK
KORNELIA,GÓRNA,83060712883,OPOLE
IGNACY,ZYŚK,80022509176,GDAŃSK
WERONIKA,LOSKA,76042217967,CZĘSTOCHOWA
MARIA,WÓJCIK,72081300185,BIAŁYSTOK
FILIP,JASZEWSKI,91021532315,KIELCE
MAJA,IRZYK,82061189885,WARSZAWA
JULIAN,MIKLASZEWSKI,80051392018,GDYNIA
BARBARA,KOSOBUDZKA,97062332124,KATOWICE
JULIAN,LUCHOWSKI,77012834433,SOSNOWIEC
ARTUR,KULPIŃSKI,56022552515,BIAŁYSTOK
MICHAŁ,NADROWSKI,65041155478,GDYNIA
PIOTR,JAKÓBCZYK,48072573717,ZABRZE
ADAM,BARTYZEL,93110729495,GLIWICE
ZOFIA,RUCKA,92011315342,BYTOM
JULIAN,MIZAK,83101948713,TYCHY
GABRIELA,CUDNA,98021824764,WARSZAWA
FRANCISZEK,DELIKAT,76071463457,GDYNIA
AGATA,LULA,81120235923,ZABRZE
TYMOTEUSZ,BRZĘK,81100468375,BIAŁYSTOK
LEON,GAWIN,77052732090,KRAKÓW
STANISŁAW,OSTAPIUK,88021410553,TYCHY
NADIA,GŁÓWKA,50111833702,ZABRZE
IGNACY,BEMBENEK,83031327430,WROCŁAW
ALAN,CIBA,63121244698,KIELCE
NINA,BABICZ,50100700641,BIAŁYSTOK
LAURA,STOPYRA,91091362024,SZCZECIN
KAJA,CHWIAŁKOWSKA,47031604301,TYCHY
WOJCIECH,SZWAJA,59040198419,KATOWICE
KORNELIA,MIELEWCZYK,50091271826,BIAŁYSTOK
MARCELINA,IVANCHENKO,59121107927,TYCHY
BRUNO,SARNACKI,76102333394,LUBLIN
DAWID,KRZOSEK,78010988991,BYTOM
MARTYNA,TWARÓG,95112456343,RYBNIK
PAWEŁ,KAROLEWSKI,96030451431,GDAŃSK
NATAN,OLSZYŃSKI,53082610796,TYCHY
KAROLINA,MAĆKOWIAK,49050772705,BYDGOSZCZ
NELA,SOBOCIŃSKA,77022655081,LUBLIN
RÓŻA,BARCZYŃSKA,91010745666,RZESZÓW
BARBARA,ŁASTOWSKA,81122795503,RYBNIK
ZUZANNA,RZYMOWSKA,86121057447,RZESZÓW
JAGODA,WĘGLEWSKA,86031968482,KIELCE
NELA,WOLSKA,49031582707,TORUŃ
LAURA,SARNACKA,97070307168,RYBNIK
LILIANNA,TOMAS,59121637525,WROCŁAW
POLA,WICHARY,85121985068,GDAŃSK
LILIANNA,KRZYCZKOWSKA,83091168548,ŁÓDŹ
LEON,GLISZCZYŃSKI,88100681958,POZNAŃ
KSAWERY,KRUPIŃSKI,58031708858,WROCŁAW
BLANKA,BOBKOWSKA,89020921925,RZESZÓW
HELENA,ZYBURA,96110832182,KIELCE
LILIANNA,WILKOWSKA,72121082788,ZABRZE
HUBERT,GRABAN,82082289210,GDYNIA
LIWIA,PANUŚ,84022571682,SZCZECIN
MICHAŁ,DULĘBA,71122194799,RADOM
LEON,OCHMANN,98100507336,ZABRZE
OLIWIA,TYMOSZUK,61010240949,BYDGOSZCZ
AGATA,BELKA,89062755543,KRAKÓW
ANASTAZJA,WALECKA,75121523107,TYCHY
BARTOSZ,PARADA,82082853014,GDAŃSK
JULIAN,KOSIOROWSKI,90070603913,RADOM
NATAN,MALEK,73110245079,WROCŁAW
TADEUSZ,GROBELSKI,73052868753,BIAŁYSTOK
MIKOŁAJ,SIEKIERSKI,91082182835,BYTOM
BLANKA,DORAWA,83060979228,TORUŃ
ROZALIA,GAMROT,56050481700,OLSZTYN
STANISŁAW,PIONTEK,80112185379,WROCŁAW
ALEKSANDER,PERZ,79021292194,SOSNOWIEC
IGOR,ODRZYWOLSKI,69020753178,ZABRZE
NIKODEM,ŁUPIŃSKI,49092337297,BYDGOSZCZ
BLANKA,GOLON,82011524829,GDAŃSK
ANTONINA,DURLIK,73111169228,ŁÓDŹ
KORNELIA,NALEWAJKO,59040512084,GLIWICE
NINA,IWAŃCZUK,94040450543,SZCZECIN
ALICJA,STACHYRA,53081663245,WROCŁAW
ANIELA,JOŃCZYK,77121115945,SZCZECIN
ALEKSANDER,GAWENDA,71120265652,BYDGOSZCZ
LIWIA,GARNCARZ,93091256566,RADOM
LIWIA,KIERAT,59070279202,GLIWICE
CEZARY,KORZEKWA,68040850030,ŁÓDŹ
KAROL,BERNAT,70072788330,KATOWICE
AMELIA,KLUSEK,87070923829,CZĘSTOCHOWA
DANIEL,LUBOWICKI,52030651812,POZNAŃ
MIA,SUCHA,76070521283,ZABRZE
NINA,KRĘCICHWOST,84041836961,WROCŁAW
LILIANA,SOBEL,52072598500,RYBNIK
ALICJA,KOPIŃSKA,54101459161,KRAKÓW
STANISŁAW,BUGAJSKI,64021561018,CZĘSTOCHOWA
KRZYSZTOF,FURMANIAK,72052579718,CZĘSTOCHOWA
AMELIA,LUBAS,60072359467,BYTOM
HELENA,KEMPSKA,67110216821,KIELCE
MAKSYMILIAN,MISIEJUK,65080716497,KIELCE
BLANKA,FIREK,92080619788,RZESZÓW
JULIAN,JASZCZ,82070250333,POZNAŃ
HELENA,TOMALAK,59060811626,KATOWICE
FILIP,MIERZEJEWSKI,53070375072,BIAŁYSTOK
MICHALINA,JAKUBCZAK,58041876445,POZNAŃ
MARTYNA,PARSZEWSKA,74110515964,RADOM
KAZIMIERZ,TOPOLSKI,91051500896,TYCHY
BARBARA,CZERNIECKA,78042492140,SOSNOWIEC
DOMINIK,WIERZBA,66021974038,GDYNIA
JAN,GEBAUER,47061054133,OPOLE
KAROL,SOBIECH,61021218834,GLIWICE
JAN,TOKARZEWSKI,89102561737,SOSNOWIEC
MAJA,SKÓRZEWSKA,60052083246,TORUŃ
JAKUB,KUKIER,93020166574,RZESZÓW
KRZYSZTOF,KRAWCZAK,82021939498,RADOM
ANTONI,SOSZKA,85012669510,WROCŁAW
KAZIMIERZ,MAŃKA,96062199911,GDAŃSK
ŁUCJA,WIATROWSKA,83060656441,WROCŁAW
KACPER,JAKUBOWICZ,60031606030,ZABRZE
PAWEŁ,SMOLARZ,68042581515,GLIWICE
NINA,RADZIMSKA,82011960628,ZABRZE
WOJCIECH,MIŚTA,88052741113,SOSNOWIEC
TYMON,FRĄCKOWIAK,80121415152,TORUŃ
PIOTR,SOBÓTKA,91090206894,BIAŁYSTOK
ANASTAZJA,BOGUCKA,84100122200,CZĘSTOCHOWA
HENRYK,KUDŁACZ,67010763174,KIELCE
ALEKSANDER,KUSZAJ,60021963255,KRAKÓW
MIŁOSZ,CEGŁOWSKI,89010855694,RZESZÓW
WOJCIECH,GORZKOWSKI,58061394232,RYBNIK
ALEKSANDER,KURPIŃSKI,96090915654,BYDGOSZCZ
TOMASZ,KLEINSCHMIDT,97081110932,OLSZTYN
ANTONI,JUDEK,60122671172,TORUŃ
RÓŻA,GRYSZKIEWICZ,90060800946,GDAŃSK
JAGODA,OKULSKA,73110420823,SZCZECIN
LAURA,WAŁĘSA,85120750322,OLSZTYN
CEZARY,MILIK,95080655650,SZCZECIN
LAURA,WOTA,55092156000,ŁÓDŹ
WOJCIECH,BANASZAK,47010973290,ŁÓDŹ
MIA,PASZKO,88101309546,KATOWICE
OLIWIA,CIOS,72022068684,CZĘSTOCHOWA
OLIWIER,HAN,74110378733,SOSNOWIEC
DANIEL,WRZESIŃSKI,48091668215,GDYNIA
KAROLINA,WĄSIEWICZ,80072401606,ZABRZE
ŁUCJA,WIATROWSKA,90072296740,TYCHY
ALEKSANDRA,GOZDUR,73022740689,TORUŃ
MAJA,ZARANEK,55020371222,TORUŃ
MAKSYMILIAN,ROGOŻA,86070659735,OLSZTYN
OLIWIA,KULAS,52070488887,GDAŃSK
ANASTAZJA,JAGIEŁO,84010783903,OPOLE
LENA,ŻBIKOWSKA,52110274266,OPOLE
IGOR,SOLARCZYK,90030911850,WROCŁAW
BARTŁOMIEJ,MITORAJ,65112527616,SOSNOWIEC
SARA,PISARCZYK,76112024800,ZABRZE
ANTONI,GAJDA,55032207133,TYCHY
PIOTR,PARADOWSKI,99011010034,KIELCE
ANASTAZJA,IWANEK,88032288860,RYBNIK
KSAWERY,CACKO,98111535134,GLIWICE
KAROL,WAWRZKIEWICZ,61072346079,RZESZÓW
